trace_id,task_id,repo,solver_alias,source_harness,model_hint,role,resolved,n_events,n_actions,search_no_new_evidence_rate,redundant_reread_rate,oversized_then_narrow_read_rate,no_evidence_patch_churn_rate,post_edit_test_gap,fraction_actions_in_no_new_evidence_streaks,tool_error_rate,environment_setup_rate,cnt_search_call_count,cnt_read_call_count,cnt_edit_count,cnt_test_count,cnt_n_actions,cnt_n_steps,cnt_exact_repeated_search_count,cnt_same_file_reedit_count,cnt_no_evidence_reedit_count,cnt_tool_error_count,cnt_environment_setup_event_count,cnt_longest_no_new_evidence_streak,cnt_unique_files_read,cnt_unique_files_modified,cnt_candidate_files_discovered,miss_search_no_new_evidence_rate,miss_redundant_reread_rate,miss_oversized_then_narrow_read_rate,miss_no_evidence_patch_churn_rate,miss_post_edit_test_gap,miss_fraction_actions_in_no_new_evidence_streaks,miss_tool_error_rate,miss_environment_setup_rate,total_tokens_proxy
django__django-15380@solver_A,django__django-15380,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,30,30,1.0,,,0.2857,,0.0333,0.1,0.0,6,0,7,1,30,30,0.0,4.0,2.0,3.0,0.0,1.0,,3.0,0.0,False,True,True,False,True,False,False,False,30
django__django-15382@solver_A,django__django-15382,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,35,34,0.5455,0.6,0.0,0.0,,0.0588,0.0294,0.0,11,5,5,0,34,35,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,57.0,False,False,False,False,True,False,False,False,34
django__django-15467@solver_A,django__django-15467,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,13,13,1.0,0.5,0.0,0.0,,0.0,0.2308,0.0,2,2,2,0,13,13,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,False,False,False,False,True,False,False,False,13
django__django-15499@solver_A,django__django-15499,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,14,13,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,2,2,3,1,13,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,False,False,False,False,True,False,False,False,13
django__django-15503@solver_A,django__django-15503,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,47,47,0.7857,0.7857,0.0,0.1429,,0.0638,0.0638,0.0,14,14,7,0,47,47,1.0,4.0,1.0,3.0,0.0,1.0,3.0,3.0,4.0,False,False,False,False,True,False,False,False,47
django__django-15525@solver_A,django__django-15525,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,59,59,0.7143,0.5,0.0,0.5882,,0.0678,0.0847,0.0,14,6,17,0,59,59,0.0,14.0,10.0,5.0,0.0,1.0,3.0,3.0,27.0,False,False,False,False,True,False,False,False,59
django__django-15554@solver_A,django__django-15554,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,76,75,0.7273,0.7826,0.0,0.4118,,0.04,0.0267,0.0,11,23,17,0,75,76,0.0,13.0,7.0,2.0,0.0,1.0,5.0,4.0,25.0,False,False,False,False,True,False,False,False,75
django__django-15561@solver_A,django__django-15561,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,19,19,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,3,3,1,19,19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,30.0,False,False,False,False,False,False,False,False,19
django__django-15563@solver_A,django__django-15563,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,32,31,0.6667,0.3333,0.0,0.2,,0.0,0.0323,0.0,12,6,5,1,31,32,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,28.0,False,False,False,False,True,False,False,False,31
django__django-15569@solver_A,django__django-15569,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,14,14,0.5,0.0,0.0,0.0,1.0,0.1429,0.0,0.0,2,2,2,1,14,14,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,False,False,False,False,False,False,False,False,14
django__django-15572@solver_A,django__django-15572,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,8,8,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,2,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,False,False,False,False,False,False,False,8
django__django-15629@solver_A,django__django-15629,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,76,75,0.8462,0.7917,0.0,0.0,7.0,0.04,0.0267,0.0,26,24,8,1,75,76,1.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0,40.0,False,False,False,False,False,False,False,False,75
django__django-15695@solver_A,django__django-15695,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,38,38,0.7692,0.25,0.0,0.3333,,0.1053,0.0263,0.0,13,8,3,0,38,38,1.0,1.0,1.0,1.0,0.0,2.0,6.0,2.0,9.0,False,False,False,False,True,False,False,False,38
django__django-15731@solver_A,django__django-15731,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,11,11,,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0,2,3,1,11,11,,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,True,False,False,False,False,False,False,False,11
django__django-15732@solver_A,django__django-15732,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,56,56,0.6316,0.7857,0.0,0.125,,0.0536,0.0536,0.0,19,14,8,0,56,56,1.0,5.0,1.0,3.0,0.0,1.0,3.0,3.0,49.0,False,False,False,False,True,False,False,False,56
django__django-15741@solver_A,django__django-15741,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,16,16,1.0,0.5,0.0,0.4,,0.0,0.1875,0.0,2,2,5,0,16,16,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,False,False,False,False,True,False,False,False,16
django__django-15814@solver_A,django__django-15814,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,12,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,2,1,11,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,False,False,False,False,False,False,False,11
django__django-15851@solver_A,django__django-15851,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,20,19,0.5,0.0,0.0,0.0,,0.1053,0.1053,0.0,4,2,3,1,19,20,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,False,False,False,False,True,False,False,False,19
django__django-15863@solver_A,django__django-15863,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,21,21,0.0,0.6667,0.0,0.5714,5.0,0.1429,0.0,0.0,2,3,7,1,21,21,0.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,False,False,False,False,False,False,False,False,21
django__django-15916@solver_A,django__django-15916,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,16,15,0.6667,0.5,0.0,0.0,,0.0,0.0667,0.0,3,2,3,0,15,16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,False,False,False,False,True,False,False,False,15
django__django-15930@solver_A,django__django-15930,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,41,40,0.6875,0.4,0.0,0.4286,,0.075,0.025,0.0,16,10,7,1,40,41,0.0,3.0,3.0,1.0,0.0,1.0,6.0,4.0,43.0,False,False,False,False,True,False,False,False,40
django__django-15957@solver_A,django__django-15957,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,76,75,0.7692,0.7143,0.0,0.2308,,0.0667,0.04,0.0,26,21,13,0,75,76,2.0,9.0,3.0,3.0,0.0,1.0,6.0,4.0,27.0,False,False,False,False,True,False,False,False,75
django__django-15973@solver_A,django__django-15973,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,30,30,0.7,0.3333,0.0,0.2,,0.1333,0.0667,0.0,10,6,5,0,30,30,0.0,2.0,1.0,2.0,0.0,1.0,4.0,3.0,34.0,False,False,False,False,True,False,False,False,30
django__django-15987@solver_A,django__django-15987,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,16,16,0.5,0.0,0.0,0.0,,0.0,0.0625,0.0,2,1,4,1,16,16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,False,False,False,False,True,False,False,False,16
django__django-16032@solver_A,django__django-16032,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,76,74,0.8571,0.7895,0.0,0.0,,0.0135,0.0405,0.0,28,19,6,0,74,76,0.0,4.0,0.0,3.0,0.0,1.0,4.0,2.0,35.0,False,False,False,False,True,False,False,False,74
django__django-16082@solver_A,django__django-16082,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,13,13,0.6,0.0,0.0,0.0,,0.0769,0.0,0.0,5,1,2,0,13,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,32.0,False,False,False,False,True,False,False,False,13
django__django-16100@solver_A,django__django-16100,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,76,75,0.8125,0.6667,0.0,0.1333,,0.0933,0.2,0.0,16,3,15,1,75,76,1.0,10.0,2.0,15.0,0.0,2.0,1.0,5.0,9.0,False,False,False,False,True,False,False,False,75
django__django-16116@solver_A,django__django-16116,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,25,25,0.625,0.4286,0.0,0.0,,0.0,0.0,0.0,8,7,4,1,25,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,False,False,False,False,True,False,False,False,25
django__django-16136@solver_A,django__django-16136,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,13,13,0.0,0.5,0.0,0.0,1.0,0.0,0.0769,0.0,1,2,3,1,13,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,False,False,False,False,False,False,False,False,13
django__django-16139@solver_A,django__django-16139,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,22,21,0.8571,0.0,0.0,0.0,,0.0952,0.1429,0.0,7,1,2,1,21,22,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,False,False,False,False,True,False,False,False,21
django__django-16145@solver_A,django__django-16145,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,21,20,0.6667,0.0,0.0,0.0,,0.1,0.0,0.0,6,2,3,2,20,21,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,False,False,False,False,True,False,False,False,20
django__django-16255@solver_A,django__django-16255,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,9,8,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2,1,8,9,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,True,False,False,False,False,False,False,False,8
django__django-16256@solver_A,django__django-16256,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,39,38,0.5,0.6667,0.0,0.2,,0.0263,0.1842,0.0,6,6,10,0,38,39,0.0,7.0,2.0,7.0,0.0,1.0,2.0,3.0,4.0,False,False,False,False,True,False,False,False,38
django__django-16263@solver_A,django__django-16263,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,76,73,0.8148,0.8,0.0,0.6111,,0.0685,0.0137,0.0,27,20,18,1,73,76,0.0,13.0,11.0,1.0,0.0,2.0,4.0,5.0,37.0,False,False,False,False,True,False,False,False,73
django__django-16315@solver_A,django__django-16315,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,51,50,0.6667,0.5625,0.0,0.4167,,0.06,0.04,0.0,12,16,12,0,50,51,0.0,6.0,5.0,2.0,0.0,1.0,6.0,6.0,15.0,False,False,False,False,True,False,False,False,50
django__django-16333@solver_A,django__django-16333,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,26,25,0.6667,0.5,0.0,0.0,,0.08,0.2,0.0,3,2,4,0,25,26,0.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,3.0,False,False,False,False,True,False,False,False,25
django__django-16429@solver_A,django__django-16429,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,8,7,,0.0,0.0,0.0,,0.0,0.0,0.0,0,1,2,0,7,8,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,True,False,False,False,True,False,False,False,7
django__django-16454@solver_A,django__django-16454,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,10,10,,0.0,0.0,0.3333,,0.0,0.1,0.0,0,1,3,0,10,10,,1.0,1.0,1.0,0.0,0.0,1.0,2.0,,True,False,False,False,True,False,False,False,10
django__django-16485@solver_A,django__django-16485,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,11,10,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,1,1,1,1,10,11,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,10
django__django-16493@solver_A,django__django-16493,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,14,14,0.6667,0.0,0.0,0.0,2.0,0.0,0.0714,0.0,3,1,2,1,14,14,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,False,False,False,False,False,False,False,False,14
django__django-16502@solver_A,django__django-16502,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,52,51,0.6667,0.7,0.1,0.0,,0.0588,0.0392,0.0196,9,10,9,1,51,52,0.0,4.0,0.0,2.0,1.0,2.0,3.0,5.0,8.0,False,False,False,False,True,False,False,False,51
django__django-16527@solver_A,django__django-16527,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,16,15,1.0,0.5,0.0,0.0,1.0,0.0,0.2,0.0,2,2,2,1,15,16,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,False,False,False,False,False,False,False,False,15
django__django-16560@solver_A,django__django-16560,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,46,45,0.9,0.7143,0.1429,0.5882,,0.0444,0.0222,0.0,10,7,17,0,45,46,1.0,13.0,10.0,1.0,0.0,1.0,2.0,4.0,4.0,False,False,False,False,True,False,False,False,45
django__django-16569@solver_A,django__django-16569,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,9,8,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2,1,8,9,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,True,False,False,False,False,False,False,False,8
django__django-16595@solver_A,django__django-16595,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,12,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,2,1,11,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,False,False,False,False,False,False,False,11
django__django-16612@solver_A,django__django-16612,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,37,37,0.5714,0.6667,0.0,0.4615,2.0,0.0811,0.027,0.0,7,6,13,1,37,37,0.0,11.0,6.0,1.0,0.0,1.0,2.0,2.0,10.0,False,False,False,False,False,False,False,False,37
django__django-16631@solver_A,django__django-16631,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,44,43,0.5,0.4545,0.0,0.1667,,0.0698,0.1163,0.0,14,11,6,1,43,44,0.0,2.0,1.0,5.0,0.0,1.0,6.0,4.0,42.0,False,False,False,False,True,False,False,False,43
django__django-16642@solver_A,django__django-16642,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,20,19,0.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,2,2,1,19,20,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,False,False,False,False,False,False,False,False,19
django__django-16661@solver_A,django__django-16661,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,56,56,0.8462,0.5,0.0,0.6,,0.25,0.125,0.0,13,6,20,0,56,56,0.0,16.0,12.0,7.0,0.0,7.0,3.0,4.0,30.0,False,False,False,False,True,False,False,False,56
django__django-16662@solver_A,django__django-16662,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,14,13,0.6667,0.0,0.0,0.0,,0.0,0.0,0.0,3,1,3,1,13,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,False,False,False,False,True,False,False,False,13
django__django-16667@solver_A,django__django-16667,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,8,8,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2,1,8,8,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,True,False,False,False,False,False,False,False,8
django__django-16801@solver_A,django__django-16801,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,21,20,0.5,0.5,0.0,0.0,,0.0,0.15,0.0,4,2,4,0,20,21,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,20.0,False,False,False,False,True,False,False,False,20
django__django-16819@solver_A,django__django-16819,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,37,36,0.7273,0.4615,0.0,0.0,,0.0278,0.0278,0.0,11,13,3,1,36,37,0.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,34.0,False,False,False,False,True,False,False,False,36
django__django-16877@solver_A,django__django-16877,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,24,23,0.4444,0.3333,0.0,0.2,,0.0435,0.0435,0.0,9,3,5,1,23,24,0.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,9.0,False,False,False,False,True,False,False,False,23
django__django-16899@solver_A,django__django-16899,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,32,31,0.7,0.3333,0.0,0.0,,0.0968,0.0645,0.0,10,3,3,1,31,32,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,False,False,False,False,True,False,False,False,31
django__django-16901@solver_A,django__django-16901,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,19,18,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,4,1,3,0,18,19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,False,False,False,False,True,False,False,False,18
django__django-16938@solver_A,django__django-16938,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,19,19,0.3333,0.0,0.0,0.1667,,0.0,0.1053,0.0,3,3,6,0,19,19,0.0,2.0,1.0,2.0,0.0,0.0,3.0,4.0,35.0,False,False,False,False,True,False,False,False,19
django__django-16950@solver_A,django__django-16950,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,65,65,0.6667,0.6364,0.0,0.4167,,0.0615,0.0615,0.0,15,11,12,0,65,65,0.0,7.0,5.0,4.0,0.0,1.0,4.0,5.0,14.0,False,False,False,False,True,False,False,False,65
django__django-17029@solver_A,django__django-17029,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,8,8,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,1,2,0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,False,False,False,True,False,False,False,8
django__django-17084@solver_A,django__django-17084,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,40,39,0.75,0.5714,0.0,0.2857,,0.0513,0.0256,0.0,12,7,7,0,39,40,0.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,33.0,False,False,False,False,True,False,False,False,39
django__django-17087@solver_A,django__django-17087,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,16,15,0.6667,0.0,0.0,0.0,,0.0,0.0,0.0,3,1,3,1,15,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,False,False,False,False,True,False,False,False,15
django__django-7530@solver_A,django__django-7530,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,76,44,1.0,0.5,0.5,0.5,,0.7273,0.75,0.0,2,2,6,0,44,76,0.0,3.0,3.0,33.0,0.0,30.0,1.0,3.0,0.0,False,False,False,False,True,False,False,False,44
django__django-9296@solver_A,django__django-9296,django,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,8,8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,1,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,8
mwaskom__seaborn-3069@solver_A,mwaskom__seaborn-3069,mwaskom,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,76,73,0.7857,0.5882,0.0,0.2143,4.0,0.0137,0.0822,0.0,14,17,14,10,73,76,0.0,6.0,3.0,6.0,0.0,1.0,7.0,8.0,42.0,False,False,False,False,False,False,False,False,73
mwaskom__seaborn-3187@solver_A,mwaskom__seaborn-3187,mwaskom,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,49,48,0.6923,0.5714,0.0,0.0,1.0,0.1875,0.0208,0.0,13,7,7,6,48,49,2.0,2.0,0.0,1.0,0.0,2.0,3.0,5.0,25.0,False,False,False,False,False,False,False,False,48
pallets__flask-5014@solver_A,pallets__flask-5014,pallets,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,9,8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,1,1,1,8,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.0,False,False,False,False,False,False,False,False,8
psf__requests-1142@solver_A,psf__requests-1142,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,19,19,0.75,0.6667,0.0,0.0,1.0,0.0,0.1579,0.0,4,3,4,4,19,19,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,56.0,False,False,False,False,False,False,False,False,19
psf__requests-1724@solver_A,psf__requests-1724,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,17,17,0.8571,0.3333,0.0,0.0,,0.1176,0.0,0.0,7,3,2,0,17,17,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,26.0,False,False,False,False,True,False,False,False,17
psf__requests-1766@solver_A,psf__requests-1766,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,7,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1,0,6,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,False,False,False,False,True,False,False,False,6
psf__requests-1921@solver_A,psf__requests-1921,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,17,17,0.75,0.0,0.0,0.0,1.0,0.0,0.1176,0.0,4,1,3,4,17,17,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,27.0,False,False,False,False,False,False,False,False,17
psf__requests-2317@solver_A,psf__requests-2317,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,15,14,0.6667,0.0,0.0,0.0,5.0,0.0,0.0714,0.0,3,1,1,2,14,15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,False,False,False,False,False,False,False,False,14
psf__requests-2931@solver_A,psf__requests-2931,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,36,35,0.6,0.75,0.0,0.5714,3.0,0.0571,0.0857,0.0,5,4,7,6,35,36,0.0,6.0,4.0,3.0,0.0,1.0,1.0,1.0,29.0,False,False,False,False,False,False,False,False,35
psf__requests-5414@solver_A,psf__requests-5414,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,22,22,0.0,,,0.0,,0.1364,0.1818,0.0,2,0,8,3,22,22,0.0,0.0,0.0,4.0,0.0,1.0,,1.0,22.0,False,True,True,False,True,False,False,False,22
psf__requests-6028@solver_A,psf__requests-6028,psf,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,False,76,75,0.7778,0.3333,0.0,0.0,6.0,0.0133,0.04,0.0,18,3,1,5,75,76,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,48.0,False,False,False,False,False,False,False,False,75
pydata__xarray-2905@solver_A,pydata__xarray-2905,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,20,20,1.0,0.75,0.0,0.0,,0.0,0.1,0.0,3,4,3,5,20,20,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,False,False,False,False,True,False,False,False,20
pydata__xarray-3095@solver_A,pydata__xarray-3095,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,19,19,0.6667,0.25,0.0,0.0,4.0,0.0,0.0,0.0,3,4,2,2,19,19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,28.0,False,False,False,False,False,False,False,False,19
pydata__xarray-3151@solver_A,pydata__xarray-3151,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,16,16,0.5,0.5,0.0,0.0,2.0,0.0,0.0625,0.0,2,2,2,3,16,16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,False,False,False,False,False,False,False,False,16
pydata__xarray-3305@solver_A,pydata__xarray-3305,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,12,12,0.6667,0.0,0.0,0.0,,0.0,0.0,0.0,3,3,3,0,12,12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,False,False,False,False,True,False,False,False,12
pydata__xarray-3677@solver_A,pydata__xarray-3677,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,12,12,0.5,0.0,0.0,0.0,1.0,0.0,0.0833,0.0,2,1,3,1,12,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,20.0,False,False,False,False,False,False,False,False,12
pydata__xarray-3993@solver_A,pydata__xarray-3993,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,15,14,0.5,0.0,0.0,0.0,1.0,0.0714,0.0,0.0,4,3,2,2,14,15,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,23.0,False,False,False,False,False,False,False,False,14
pydata__xarray-4075@solver_A,pydata__xarray-4075,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,11,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,3,1,10,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,False,False,False,False,False,False,False,False,10
pydata__xarray-4094@solver_A,pydata__xarray-4094,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,13,13,0.5,0.0,0.0,0.0,1.0,0.0,0.0769,0.0,2,1,4,2,13,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,False,False,False,False,False,False,False,False,13
pydata__xarray-4356@solver_A,pydata__xarray-4356,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,16,15,,0.0,0.0,0.0,6.0,0.1333,0.0667,0.0,0,1,3,2,15,16,,0.0,0.0,1.0,0.0,1.0,1.0,3.0,,True,False,False,False,False,False,False,False,15
pydata__xarray-4629@solver_A,pydata__xarray-4629,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,6,6,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1,1,1,6,6,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,True,False,False,False,False,False,False,False,6
pydata__xarray-4687@solver_A,pydata__xarray-4687,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,64,64,0.9375,0.7692,0.0,0.3636,2.0,0.1094,0.0625,0.0,16,13,11,4,64,64,1.0,9.0,4.0,4.0,0.0,2.0,3.0,2.0,6.0,False,False,False,False,False,False,False,False,64
pydata__xarray-4695@solver_A,pydata__xarray-4695,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,16,15,0.25,0.0,0.0,0.0,,0.0,0.0667,0.0,4,1,3,0,15,16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,37.0,False,False,False,False,True,False,False,False,15
pydata__xarray-4966@solver_A,pydata__xarray-4966,pydata,solver_A,SWE-agent-1.0(HAL),opus-4.7,development,True,21,21,0.5,0.5,0.0,0.0,2.0,0.0952,0.0,0.0,6,4,3,2,21,21,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,29.0,False,False,False,False,False,False,False,False,21
